Work Order Number,Customer Number,Name,Address,City,State,OrderDate,DayOfWeek,Latitude,Longitude,Rt,Food Pallets,Pet Food Pallets,Chemical Pallets,Total Pallets,Seq
900181,001,Customer 001,713 Main Street,Bronx,NY,01/19/2026,Monday,40.82393494763585,-73.90903906592717,45,4.37,0.0,0.0,4.37,2
900184,005,Customer 005,7618 Main Street,Queens,NY,01/19/2026,Monday,40.69747391202919,-73.82905390354207,25,2.37,0.08,0.0,2.45,1
900182,002,Customer 002,4762 Main Street,Queens,NY,01/19/2026,Monday,40.70595191172637,-73.75457110312014,25,0.67,0.03,0.0,0.7,2
900183,003,Customer 003,2298 Main Street,Bronx,NY,01/19/2026,Monday,40.86555164559,-73.88702973397817,19,8.81,0.0,0.0,8.81,1
900185,008,Customer 008,3264 Main Street,Bronx,NY,01/19/2026,Monday,40.81813101864817,-73.90411620231987,70,1.29,0.0,0.0,1.29,1
900186,010,Customer 010,1521 Main Street,Brooklyn,NY,01/19/2026,Monday,40.65654070000209,-73.91897014191731,6,0.6,0.0,0.0,0.6,1
900200,059,Customer 059,4988 Main Street,Brooklyn,NY,01/19/2026,Monday,40.67755950741335,-73.91187495774679,6,0.62,0.17,0.0,0.79,2
900187,015,Customer 015,4474 Main Street,Bronx,NY,01/19/2026,Monday,40.82239448550935,-73.91429829435131,21,0.4,0.0,0.0,0.4,1
900188,016,Customer 016,5990 Main Street,Bronx,NY,01/19/2026,Monday,40.854973107257365,-73.86437656576189,21,0.49,0.0,0.25,0.74,2
900189,018,Customer 018,8333 Main Street,Bronx,NY,01/19/2026,Monday,40.84297611177931,-73.84592385676613,31,3.51,0.0,0.0,3.51,1
900190,020,Customer 020,4933 Main Street,Queens,NY,01/19/2026,Monday,40.70811449489744,-73.79898444261066,32,0.58,0.0,0.0,0.58,1
900191,021,Customer 021,7554 Main Street,Brooklyn,NY,01/19/2026,Monday,40.68093339365346,-73.94670663597643,18,1.23,0.0,0.0,1.23,1
900192,022,Customer 022,7814 Main Street,Queens,NY,01/19/2026,Monday,40.70649711069442,-73.756756602347,2,0.63,0.0,0.0,0.63,1
900199,056,Customer 056,3024 Main Street,Queens,NY,01/19/2026,Monday,40.7572560717902,-73.91514119505781,2,0.82,0.0,0.0,0.82,2
900193,027,Customer 027,8753 Main Street,Brooklyn,NY,01/19/2026,Monday,40.687360434885576,-73.98066195659537,9,0.66,0.0,0.0,0.66,1
900194,033,Customer 033,8625 Main Street,Bronx,NY,01/19/2026,Monday,40.88677507240233,-73.85199192252,7,0.89,0.0,0.0,0.89,1
900195,034,Customer 034,8461 Main Street,Manhattan,NY,01/19/2026,Monday,40.768896755175966,-73.95610818925888,3,1.68,0.0,0.07,1.75,1
900196,046,Customer 046,1087 Main Street,Manhattan,NY,01/19/2026,Monday,40.773204917119784,-73.95678092820883,3,1.24,0.0,0.0,1.24,2
900197,052,Customer 052,6987 Main Street,Bronx,NY,01/19/2026,Monday,40.84586642009279,-73.89820757611032,14,1.64,0.0,0.0,1.64,1
900202,067,Customer 067,356 Main Street,Bronx,NY,01/19/2026,Monday,40.86604266971237,-73.92623623009767,14,0.78,0.0,0.0,0.78,2
900198,053,Customer 053,6284 Main Street,Queens,NY,01/19/2026,Monday,40.7618627220245,-73.88916852512102,5,2.52,0.0,0.0,2.52,1
900201,066,Customer 066,627 Main Street,Brooklyn,NY,01/19/2026,Monday,40.66065294279969,-73.87876303673895,1,0.66,0.1,0.0,0.76,1
900203,070,Customer 070,4109 Main Street,Brooklyn,NY,01/19/2026,Monday,40.67439672491399,-73.9226282137167,11,0.78,0.0,0.0,0.78,1
900204,084,Customer 084,3721 Main Street,Brooklyn,NY,01/19/2026,Monday,40.66480658774192,-73.9572281363883,15,0.52,0.19,0.0,0.71,1
900206,094,Customer 094,7858 Main Street,Queens,NY,01/19/2026,Monday,40.69384632036886,-73.84342565090739,37,3.62,0.0,0.0,3.62,1
900207,095,Customer 095,7686 Main Street,Queens,NY,01/19/2026,Monday,40.68727132626413,-73.82300862324279,38,4.01,0.0,0.0,4.01,1
900208,002,Customer 002,4078 Main Street,Queens,NY,01/20/2026,Tuesday,40.70595191172637,-73.75457110312014,25,0.79,0.05,0.0,0.84,1
900209,011,Customer 011,9726 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.652082455862505,-73.92481650340132,18,1.68,0.35,0.25,2.28,1
900215,036,Customer 036,8137 Main Street,New York,NY,01/20/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.55,0.0,0.44,0.99,1
900210,013,Customer 013,351 Main Street,New York,NY,01/20/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.66,0.0,0.0,0.66,2
900213,029,Customer 029,2490 Main Street,Bronx,NY,01/20/2026,Tuesday,40.853619797063494,-73.90831990645347,14,1.79,0.0,0.0,1.79,3
900223,067,Customer 067,5527 Main Street,Bronx,NY,01/20/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.66,0.0,0.0,0.66,4
900216,041,Customer 041,1062 Main Street,New York,NY,01/20/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.44,0.0,0.0,0.44,1
900211,015,Customer 015,4074 Main Street,Bronx,NY,01/20/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.57,0.0,0.0,0.57,2
900225,080,Customer 080,6625 Main Street,Queens,NY,01/20/2026,Tuesday,40.67620628689007,-73.74285399139629,2,0.59,0.0,0.0,0.59,1
900212,028,Customer 028,3428 Main Street,Queens,NY,01/20/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.56,0.0,0.0,0.56,2
900220,056,Customer 056,8725 Main Street,Queens,NY,01/20/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.96,0.0,0.0,0.96,3
900214,030,Customer 030,4936 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.63878496266752,-73.97263862633669,17,2.72,0.0,0.0,2.72,1
900226,081,Customer 081,6475 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.0,0.0,0.0,1.0,2
900217,044,Customer 044,2352 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.58,0.35,0.25,1.18,1
900218,047,Customer 047,8016 Main Street,Manhattan,NY,01/20/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.4,0.0,0.0,0.4,1
900219,049,Customer 049,4601 Main Street,Bronx,NY,01/20/2026,Tuesday,40.84161725986629,-73.90132809233144,7,0.52,0.0,0.25,0.77,1
900222,063,Customer 063,6313 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.689007393638555,-73.9173641706466,10,3.21,0.0,0.0,3.21,1
900221,062,Customer 062,1420 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.689239848977614,-73.91777406506378,10,1.9,0.0,0.0,1.9,2
900224,077,Customer 077,639 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.68010726771517,-73.91396093950846,23,1.1,0.22,0.0,1.32,1
900227,083,Customer 083,1384 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.63287188101084,-74.16028394578468,16,3.58,0.0,0.0,3.58,1
900228,084,Customer 084,1345 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.69,0.18,0.0,0.87,1
900229,087,Customer 087,4578 Main Street,Brooklyn,NY,01/20/2026,Tuesday,40.66150707860249,-73.87346498223229,99,8.6,0.0,0.25,8.85,1
900230,089,Customer 089,3143 Main Street,Bronx,NY,01/20/2026,Tuesday,40.830728643622344,-73.89126472129591,33,6.14,0.0,0.0,6.14,1
900231,008,Customer 008,2270 Main Street,Bronx,NY,01/21/2026,Wednesday,40.81813101864817,-73.90411620231987,70,1.28,0.0,0.0,1.28,1
900245,082,Customer 082,8012 Main Street,Bronx,NY,01/21/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.83,0.0,0.0,0.83,2
900232,012,Customer 012,9880 Main Street,Brooklyn,NY,01/21/2026,Wednesday,40.636920669008184,-74.1652722110478,16,0.42,0.35,0.0,0.77,1
900242,041,Customer 041,8280 Main Street,New York,NY,01/21/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.58,0.0,0.0,0.58,1
900233,015,Customer 015,9267 Main Street,Bronx,NY,01/21/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.47,0.0,0.0,0.47,2
900240,032,Customer 032,6537 Main Street,Bronx,NY,01/21/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.58,0.0,0.0,0.58,3
900234,018,Customer 018,5033 Main Street,Bronx,NY,01/21/2026,Wednesday,40.84297611177931,-73.84592385676613,31,3.6,0.0,0.0,3.6,1
900235,019,Customer 019,5011 Main Street,Manhattan,NY,01/21/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.67,0.0,0.0,0.67,1
900236,021,Customer 021,9828 Main Street,Brooklyn,NY,01/21/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.25,0.0,0.0,1.25,1
900237,024,Customer 024,6324 Main Street,Bronx,NY,01/21/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.56,0.0,0.0,0.56,1
900238,025,Customer 025,9838 Main Street,Brooklyn,NY,01/21/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.74,0.0,0.0,0.74,1
900239,026,Customer 026,5247 Main Street,Queens,NY,01/21/2026,Wednesday,40.67584687606802,-73.85557337127459,73,3.53,0.0,0.0,3.53,1
900241,038,Customer 038,3534 Main Street,Manhattan,NY,01/21/2026,Wednesday,40.717842608430665,-73.9892410907712,3,0.59,0.0,0.0,0.59,1
900243,060,Customer 060,825 Main Street,Brooklyn,NY,01/21/2026,Wednesday,40.676333247614394,-73.88613509640518,24,0.72,0.13,0.0,0.85,1
900244,067,Customer 067,9242 Main Street,Bronx,NY,01/21/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.66,0.0,0.0,0.66,1
900246,086,Customer 086,470 Main Street,Bronx,NY,01/21/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.64,0.35,0.0,0.99,1
900247,092,Customer 092,7670 Main Street,Brooklyn,NY,01/21/2026,Wednesday,40.63740290973405,-73.92010562279191,35,3.7,0.0,0.0,3.7,1
900248,005,Customer 005,3471 Main Street,Queens,NY,01/22/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.85,0.1,0.0,2.95,1
900253,035,Customer 035,9300 Main Street,Queens,NY,01/22/2026,Thursday,40.594970715995146,-73.77416307485291,1,0.66,0.0,0.0,0.66,1
900249,009,Customer 009,3328 Main Street,Queens,NY,01/22/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.58,0.0,0.0,0.58,2
900257,043,Customer 043,8980 Main Street,Queens,NY,01/22/2026,Thursday,40.68152075934443,-73.85443641970784,1,0.46,0.1,0.0,0.56,3
900250,018,Customer 018,4973 Main Street,Bronx,NY,01/22/2026,Thursday,40.84297611177931,-73.84592385676613,31,4.85,0.0,0.0,4.85,1
900251,023,Customer 023,6464 Main Street,Queens,NY,01/22/2026,Thursday,40.76091447600587,-73.88181045003793,5,0.94,0.0,0.04,0.98,1
900255,040,Customer 040,4829 Main Street,Queens,NY,01/22/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.45,0.35,0.0,0.8,2
900252,030,Customer 030,2398 Main Street,Brooklyn,NY,01/22/2026,Thursday,40.63878496266752,-73.97263862633669,17,3.24,0.0,0.0,3.24,1
900254,039,Customer 039,605 Main Street,Bronx,NY,01/22/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.65,0.0,0.0,0.65,1
900256,042,Customer 042,1954 Main Street,Brooklyn,NY,01/22/2026,Thursday,40.63208584532311,-73.96647452968952,9,2.43,0.18,0.0,2.61,1
900258,048,Customer 048,4977 Main Street,Queens,NY,01/22/2026,Thursday,40.75405265049564,-73.81832518415463,2,0.42,0.0,0.0,0.42,1
900261,056,Customer 056,8820 Main Street,Queens,NY,01/22/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.92,0.0,0.0,0.92,2
900259,049,Customer 049,1525 Main Street,Bronx,NY,01/22/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.41,0.0,0.0,0.41,1
900260,050,Customer 050,9732 Main Street,Bronx,NY,01/22/2026,Thursday,40.88504380789946,-73.85462851943738,7,1.21,0.0,0.0,1.21,2
900262,075,Customer 075,8119 Main Street,Manhattan,NY,01/22/2026,Thursday,40.70710965261643,-73.94500754484459,6,1.62,0.16,0.0,1.78,1
900263,078,Customer 078,1625 Main Street,Manhattan,NY,01/22/2026,Thursday,40.76169824334662,-73.94957140792144,21,0.63,0.09,0.0,0.72,1
900264,086,Customer 086,5969 Main Street,Bronx,NY,01/22/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.92,0.35,0.0,1.27,1
900265,090,Customer 090,4746 Main Street,Queens,NY,01/22/2026,Thursday,40.66953057344241,-73.7824756165742,34,7.12,0.0,0.0,7.12,1
900266,093,Customer 093,893 Main Street,Queens,NY,01/22/2026,Thursday,40.692614111895054,-73.84437929166077,36,4.36,0.0,0.0,4.36,1
900269,005,Customer 005,2811 Main Street,Queens,NY,01/23/2026,Friday,40.69747391202919,-73.82905390354207,25,2.57,0.08,0.0,2.65,1
900267,002,Customer 002,7109 Main Street,Queens,NY,01/23/2026,Friday,40.70595191172637,-73.75457110312014,25,0.78,0.04,0.0,0.82,2
900268,004,Customer 004,4589 Main Street,New York,NY,01/23/2026,Friday,40.81882756334608,-73.93725056647254,20,3.59,0.0,0.0,3.59,1
900270,006,Customer 006,7132 Main Street,Manhattan,NY,01/23/2026,Friday,40.80740818873632,-73.96565982955099,4,0.85,0.0,0.0,0.85,1
900276,061,Customer 061,325 Main Street,Brooklyn,NY,01/23/2026,Friday,40.598422117306654,-73.94163633556525,15,1.1,0.35,0.0,1.45,1
900271,007,Customer 007,2274 Main Street,Brooklyn,NY,01/23/2026,Friday,40.63116428754058,-73.96665280296365,15,3.83,0.35,0.0,4.18,2
900272,008,Customer 008,5729 Main Street,Bronx,NY,01/23/2026,Friday,40.81813101864817,-73.90411620231987,70,1.41,0.0,0.25,1.66,1
900273,017,Customer 017,2281 Main Street,Brooklyn,NY,01/23/2026,Friday,40.68918573963909,-73.95966142657014,30,1.89,0.0,0.0,1.89,1
900274,031,Customer 031,5859 Main Street,Bronx,NY,01/23/2026,Friday,40.85734534786821,-73.89474039555732,22,1.93,0.0,0.03,1.96,1
900275,051,Customer 051,9830 Main Street,Queens,NY,01/23/2026,Friday,40.60737229758411,-73.75316746816085,1,0.78,0.0,0.0,0.78,1
900277,064,Customer 064,8309 Main Street,Brooklyn,NY,01/23/2026,Friday,40.67139788117989,-73.9340888408256,23,1.88,0.18,0.0,2.06,1
900278,068,Customer 068,1394 Main Street,Brooklyn,NY,01/23/2026,Friday,40.63036297971589,-74.08136228889674,17,0.92,0.11,0.0,1.03,1
900279,073,Customer 073,1183 Main Street,Brooklyn,NY,01/23/2026,Friday,40.65052535821618,-73.96218340829046,8,0.89,0.14,0.0,1.03,1
900280,074,Customer 074,4105 Main Street,Bronx,NY,01/23/2026,Friday,40.87654063424415,-73.86675762676278,71,2.29,0.04,0.0,2.33,1
900281,080,Customer 080,285 Main Street,Queens,NY,01/23/2026,Friday,40.67620628689007,-73.74285399139629,2,0.74,0.0,0.0,0.74,1
900282,083,Customer 083,2179 Main Street,Brooklyn,NY,01/23/2026,Friday,40.63287188101084,-74.16028394578468,16,4.24,0.0,0.0,4.24,1
900283,088,Customer 088,4408 Main Street,Bronx,NY,01/23/2026,Friday,40.85920015425595,-73.90056567901365,31,5.04,0.0,0.0,5.04,1
900300,091,Customer 091,7407 Main Street,Queens,NY,01/26/2026,Monday,40.69772873982824,-73.8341823153853,45,0.73,0.0,0.0,0.73,1
900284,001,Customer 001,1989 Main Street,Bronx,NY,01/26/2026,Monday,40.82393494763585,-73.90903906592717,45,3.51,0.0,0.0,3.51,2
900285,003,Customer 003,7829 Main Street,Bronx,NY,01/26/2026,Monday,40.86555164559,-73.88702973397817,19,6.63,0.0,0.0,6.63,1
900286,005,Customer 005,6970 Main Street,Queens,NY,01/26/2026,Monday,40.69747391202919,-73.82905390354207,25,2.35,0.14,0.25,2.74,1
900287,010,Customer 010,962 Main Street,Brooklyn,NY,01/26/2026,Monday,40.65654070000209,-73.91897014191731,6,0.53,0.0,0.0,0.53,1
900288,015,Customer 015,5462 Main Street,Bronx,NY,01/26/2026,Monday,40.82239448550935,-73.91429829435131,21,0.5,0.0,0.0,0.5,1
900289,016,Customer 016,5079 Main Street,Bronx,NY,01/26/2026,Monday,40.854973107257365,-73.86437656576189,21,0.52,0.0,0.0,0.52,2
900290,018,Customer 018,3301 Main Street,Bronx,NY,01/26/2026,Monday,40.84297611177931,-73.84592385676613,31,3.97,0.0,0.0,3.97,1
900291,020,Customer 020,491 Main Street,Queens,NY,01/26/2026,Monday,40.70811449489744,-73.79898444261066,32,0.58,0.0,0.0,0.58,1
900292,021,Customer 021,5588 Main Street,Brooklyn,NY,01/26/2026,Monday,40.68093339365346,-73.94670663597643,18,1.3,0.0,0.0,1.3,1
900293,022,Customer 022,1803 Main Street,Queens,NY,01/26/2026,Monday,40.70649711069442,-73.756756602347,2,0.65,0.0,0.0,0.65,1
900296,056,Customer 056,5084 Main Street,Queens,NY,01/26/2026,Monday,40.7572560717902,-73.91514119505781,2,0.8,0.0,0.0,0.8,2
900294,034,Customer 034,8380 Main Street,Manhattan,NY,01/26/2026,Monday,40.768896755175966,-73.95610818925888,3,1.53,0.0,0.07,1.6,1
900295,045,Customer 045,1323 Main Street,Brooklyn,NY,01/26/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.96,0.0,0.0,0.96,1
900297,066,Customer 066,7508 Main Street,Brooklyn,NY,01/26/2026,Monday,40.66065294279969,-73.87876303673895,1,0.93,0.06,0.0,0.99,1
900298,067,Customer 067,2390 Main Street,Bronx,NY,01/26/2026,Monday,40.86604266971237,-73.92623623009767,14,0.82,0.35,0.0,1.17,1
900299,084,Customer 084,7652 Main Street,Brooklyn,NY,01/26/2026,Monday,40.66480658774192,-73.9572281363883,15,0.66,0.28,0.0,0.94,1
900305,036,Customer 036,3184 Main Street,New York,NY,01/27/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.61,0.0,0.38,0.99,1
900301,013,Customer 013,8040 Main Street,New York,NY,01/27/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.74,0.0,0.0,0.74,2
900304,029,Customer 029,2946 Main Street,Bronx,NY,01/27/2026,Tuesday,40.853619797063494,-73.90831990645347,14,2.25,0.0,0.0,2.25,3
900313,067,Customer 067,3999 Main Street,Bronx,NY,01/27/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.96,0.0,0.0,0.96,4
900306,041,Customer 041,426 Main Street,New York,NY,01/27/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.41,0.35,0.0,0.76,1
900302,015,Customer 015,9883 Main Street,Bronx,NY,01/27/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.47,0.0,0.25,0.72,2
900303,028,Customer 028,3694 Main Street,Queens,NY,01/27/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.61,0.35,0.0,0.96,1
900310,056,Customer 056,5946 Main Street,Queens,NY,01/27/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.88,0.0,0.0,0.88,2
900307,043,Customer 043,3007 Main Street,Queens,NY,01/27/2026,Tuesday,40.68152075934443,-73.85443641970784,1,0.61,0.08,0.0,0.69,1
900308,044,Customer 044,9711 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.59,0.0,0.25,0.84,1
900309,047,Customer 047,6581 Main Street,Manhattan,NY,01/27/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.52,0.0,0.25,0.77,1
900314,076,Customer 076,1870 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.681777334052896,-73.87899490500013,10,0.5,0.11,0.0,0.61,1
900312,063,Customer 063,5313 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.689007393638555,-73.9173641706466,10,3.11,0.0,0.0,3.11,2
900311,062,Customer 062,6515 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.36,0.0,0.0,2.36,3
900315,081,Customer 081,6249 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.05,0.0,0.0,1.05,1
900316,083,Customer 083,2764 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.63287188101084,-74.16028394578468,16,4.37,0.0,0.0,4.37,1
900317,084,Customer 084,4378 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.65,0.17,0.25,1.07,1
900318,087,Customer 087,1625 Main Street,Brooklyn,NY,01/27/2026,Tuesday,40.66150707860249,-73.87346498223229,99,8.52,0.0,0.0,8.52,1
900319,089,Customer 089,2803 Main Street,Bronx,NY,01/27/2026,Tuesday,40.830728643622344,-73.89126472129591,33,8.17,0.0,0.0,8.17,1
900320,011,Customer 011,7969 Main Street,Brooklyn,NY,01/28/2026,Wednesday,40.652082455862505,-73.92481650340132,18,1.32,0.0,0.0,1.32,1
900324,021,Customer 021,5732 Main Street,Brooklyn,NY,01/28/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.18,0.0,0.0,1.18,2
900329,041,Customer 041,6458 Main Street,New York,NY,01/28/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.6,0.0,0.25,0.85,1
900321,015,Customer 015,6612 Main Street,Bronx,NY,01/28/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.42,0.0,0.0,0.42,2
900328,032,Customer 032,3571 Main Street,Bronx,NY,01/28/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.5,0.0,0.0,0.5,3
900322,018,Customer 018,6349 Main Street,Bronx,NY,01/28/2026,Wednesday,40.84297611177931,-73.84592385676613,31,4.48,0.0,0.0,4.48,1
900323,019,Customer 019,3806 Main Street,Manhattan,NY,01/28/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.77,0.0,0.0,0.77,1
900325,024,Customer 024,8661 Main Street,Bronx,NY,01/28/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.63,0.35,0.0,0.98,1
900326,025,Customer 025,3960 Main Street,Brooklyn,NY,01/28/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.82,0.0,0.0,0.82,1
900327,026,Customer 026,8326 Main Street,Queens,NY,01/28/2026,Wednesday,40.67584687606802,-73.85557337127459,73,3.12,0.0,0.0,3.12,1
900330,047,Customer 047,1943 Main Street,Manhattan,NY,01/28/2026,Wednesday,40.71773283828544,-73.98411846097412,3,0.56,0.0,0.0,0.56,1
900331,067,Customer 067,3992 Main Street,Bronx,NY,01/28/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.64,0.0,0.0,0.64,1
900332,082,Customer 082,1562 Main Street,Bronx,NY,01/28/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.84,0.0,0.0,0.84,1
900333,086,Customer 086,8542 Main Street,Bronx,NY,01/28/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.88,0.0,0.0,0.88,1
900334,005,Customer 005,6603 Main Street,Queens,NY,01/29/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.38,0.1,0.0,2.48,1
900335,009,Customer 009,9715 Main Street,Queens,NY,01/29/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.53,0.0,0.0,0.53,1
900336,018,Customer 018,3788 Main Street,Bronx,NY,01/29/2026,Thursday,40.84297611177931,-73.84592385676613,31,4.73,0.0,0.0,4.73,1
900337,023,Customer 023,2937 Main Street,Queens,NY,01/29/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.27,0.35,0.06,1.68,1
900342,040,Customer 040,9930 Main Street,Queens,NY,01/29/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.52,0.0,0.25,0.77,2
900338,025,Customer 025,4611 Main Street,Brooklyn,NY,01/29/2026,Thursday,40.69835136729073,-73.9158925078441,8,0.72,0.0,0.0,0.72,1
900339,030,Customer 030,1776 Main Street,Brooklyn,NY,01/29/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.86,0.0,0.0,2.86,1
900340,031,Customer 031,9298 Main Street,Bronx,NY,01/29/2026,Thursday,40.85734534786821,-73.89474039555732,22,2.79,0.0,0.04,2.83,1
900341,039,Customer 039,4995 Main Street,Bronx,NY,01/29/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.51,0.0,0.0,0.51,1
900343,049,Customer 049,5722 Main Street,Bronx,NY,01/29/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.53,0.0,0.0,0.53,1
900344,050,Customer 050,5973 Main Street,Bronx,NY,01/29/2026,Thursday,40.88504380789946,-73.85462851943738,7,0.87,0.0,0.0,0.87,2
